id,url,title,text
20211113201500-T241,https://zonanortevision.com.ar/252910/las-mascotas-pueden-sufrir-golpes-de-calor-como-prevenirlos/,"Las altas temperaturas pueden ser muy peligrosas para nuestras mascotas, por lo que es sumamente importante prestar atención a reacciones inusuales y tomar las medidas necesarias para prevenir problemas en su salud tanto en perros como en gatos.

Llegan las altas temperaturas y con ellas, es indispensable el cuidado de las mascotas que pueden verse afectadas. Para ello es tan importante conocer las reacciones que pueden presentar los animales en estas situaciones como tomar medidas que prevengan cualquier tipo de problema en su salud.

En el caso de los perros, estos regulan su temperatura corporal mediante los jadeos y eliminan sudor a través de las almohadillas de sus patas. Los gatos, por su parte, lo hacen a través del lamido corporal. Cuando el exceso de calor los supera, estos métodos de “autorregulación” dejan de ser suficientes, y en su lugar pueden notarse signos que alertan, como:

Decaimiento y/o dificultad para moverse

Jadeo excesivo o hipersalivación

Temblores

Vómitos

Ante estos signos, es necesario acudir lo más rápido posible a un veterinario, y ayudarlos inmediatamente con los primeros auxilios:

Para disminuir su temperatura corporal, es posible refrescar su cuerpo con agua a temperatura ambiental, especialmente las zonas de piel fina como axilas e ingle.

Si no está vomitando, ofrecerle agua limpia y procurar que no se acelere al beberla, para estabilizar sus niveles de hidratación.

“Ciertas características de nuestras mascotas pueden hacer que estas temperaturas sean más o menos peligrosas para ellos. Por ejemplo, los perros de edad avanzada, con sobrepeso u obesidad y razas braquicefálicas (con cara chata como el bulldog, bullmastiff, pug, boston terrier,etc) son aún más sensibles al calor”, explica Tamara Cursach, Jefa de Comunicación Científica e investigación de Vitalcan.

Sin embargo, es necesario que todas las mascotas, sin importar su peso, edad, o diferencias, tengan el cuidado necesario y especial en estas circunstancias. Para ello, veterinarios aconsejan una serie de tips a tener en cuenta en los días de calor:

La hidratación es fundamental. Es importante asegurarse de que siempre tenga disponible agua fresca y limpia para beber en casa. Cuando salga a pasear o esté al aire libre también es aconsejable mojarlo cada tanto.

Evitar dejarlo expuesto en lugares de mucho sol como las terrazas. Lo ideal es que puedan descansar a la sombra en lugares ventilados. Se les puede dejar paños húmedos fríos para que puedan recostarse y bajar su temperatura si así lo requieren.

Las rutinas de paseo son recomendables hacerlas a la mañana temprano o al atardecer para evitar las horas más calurosas y siempre por áreas con sombra.

No dejarlos nunca encerrados en el auto o habitaciones sin ventilación.

Evitar algunas prácticas como salir con ellos en bicicleta o correr especialmente en zonas con asfalto ya que la temperatura que levanta el mismo es muy elevada

“Es indispensable prestar atención a las mascotas cuando se trata de temperaturas extremas. En algunos casos es necesario cambiar rutinas para procurar siempre su cuidado y bienestar”, aseguran desde Vitalcan.",Las mascotas pueden sufrir golpes de calor ¿cómo prevenirlos?
20211107000000-T260,http://www.agenciafe.com/nota/340045-Azcar-oculta-en-alimentos-cmo-identificarla-,Sin datos,Sin datos
20211113190000-T406,http://radioamanecer.com.ar/avellaneda-se-une-a-la-lucha-contra-el-cambio-climatico/,"En el marco de la 26ª Conferencia de las Partes (COP 26), que se desarrolla en Glasgow con representantes de todo el mundo, y de las iniciativas locales diseñadas bajo el eje Territorio sostenible, Avellaneda dice presente en el avance de una estrategia global frente al cambio climático.

Las ciudades somos protagonistas en la ejecución de políticas públicas que nos permitan adaptarnos y mitigar aquella cuestión. En este sentido, Avellaneda trabaja para seguir ampliando la red de ciclovías y bicisendas, la más grande del norte santafesino, convencidos que, si usamos la bicicleta, estamos haciendo nuestro aporte en la reducción de emisiones de gases de efecto invernadero.

A modo de recordatorio, dejamos mensajes alusivos en nuestras sendas ciclísticas así, cada vez que los veas, tendrás presente que un pequeño granito de arena de tu parte suma a esta causa contra el cambio climático.",Avellaneda se une a la lucha contra el cambio climático
20211113190000-T479,http://radioamanecer.com.ar/la-provincia-entrego-un-aporte-de-5-millones-de-pesos-a-pequenos-productores-de-calchaqui/,"Los fondos, que alcanzan a 41 productores pecuarios y apícolas de la localidad y la región, posibilitarán que los mismos adquieran bienes de capital para desarrollar sus actividades.

El gobierno provincial, a través del Ministerio de Producción, Ciencia y Tecnología, entregó un aporte de 5 millones de pesos a pequeños productores de actividades pecuarias y apícolas de Calchaquí, acción que se originó en el trabajo conjunto con la Secretaría de Producción local. De la entrega de fondos participó el secretario de Desarrollo Territorial y Arraigo, Fabricio Medina; el intendente Rubén Cuello y la secretaria de Producción, Joana Mussin, junto a representantes del sector productivo de la región.

Dicha acción se dio en el marco del fortalecimiento a pequeños productores que lleva adelante el ministerio, a través de las secretaria de Agroalimentos y de Desarrollo Territorial y Arraigo; y posibilitará que los mismos adquieran bienes de capital para desarrollar sus actividades. Con los 5 millones de pesos otorgados por la provincia se alcanzará con asistencia financiera a 41 productores locales, con aportes mayores a 120 mil pesos a cada uno.

Sobre la entrega de aportes el secretario de Desarrollo, Medina valoró que “esta es una localidad con la que venimos trabajando de manera articulada hace mucho tiempo, ya hemos destinado más de 2 millones y medio de pesos a la Municipalidad de Calchaquí y hoy estamos estamos concretando una nueva entrega. Creemos que esta política de cercanía nos permite tener un fuerte ida y vuelta con todos los productores y con las instituciones de la región y, a su vez, fortalece el trabajo institucional. El objetivo primordial es generar arraigo, generar mano de obra y un mayor movimiento económico. Es muy importante que la gente se quede en su lugar de origen ya que ahí es donde, además, producen”.

En relación al aporte otorgado en Calchaquí y sobre el acompañamiento a productores, la subsecretaria de Coordinación Agroalimentaria, María Eugenia Carrizo, afirmó que “este tipo de asistencia financiera por parte del ministerio forma parte del acompañamiento que permanentemente realizamos hacia el sector productivo con el fin de preservar las unidades productivas y apostar al trabajo y al arraigo”.

Asimismo, destacó la importancia de la participación de los productores en el Programa provincial Carnes Santafesinas 2030: “De igual manera, incentivamos a los productores a sumarse a este programa para armar equipos de trabajo con asistencia técnica y, así, gestionar de manera eficiente los sistemas y tomar decisiones correctas en cuanto al uso de los recursos poniendo el foco sobre los sistemas sostenibles. Por eso, aquellos productores interesados en participar de este esquema de trabajo grupal con asistencia técnica, pueden inscribirse en el formulario que aparece en el portal web de la provincia”.",La provincia entregó un aporte de 5 millones de pesos a pequeños productores de Calchaquí
20211106223000-T320,https://www.ole.com.ar/futbol-internacional/francia/neymar-gol-psg-dedicatoria-cantante-muerte-mendonca_0_QvwBZRMQ-.html,"Enganchó hacia adentro, se frenó, volvió a arrancar y sacó el derechazo a colocar al primera palo entre dos rivales para el 1-0 del París Saint Germain frente al Bordeaux. Pero no hubo grito eufórico de Neymar, sino que lo celebró de una manera especial, con mucha emoción.

El brasileño se levantó la camiseta y dejó ver una remera con una dedicatoria para Marília Mendonça (26 años), la cantante brasileña que falleció el último viernes por la tarde luego de que se estrellara el avión tipo aerotaxi en el que viajaba a Minas Gerais para actuar el fin de semana.

Neymar le dedicó el gol a Marília Mendonça, la cantante brasileña que murió en el día de ayer.. (AFP)

“Seré tu eterno fan, reina del sufrimiento”, decía el mensaje de Ney.

Minutos después del accidente, el crack del PSG ya había manifestado su dolor a través de un mensaje en Twitter: “Me niego a creer, me niego”, escribió el ex delantero del Santos y Barcelona.

BRASIL Y NEY, CONMOVIDOS POR LA TRISTE NOTICIA

Brasil se conmovió este viernes por el fallecimiento de la cantante Marilia Mendonça, en un accidente aéreo mientras viajaba a Minas Gerais para un recital. Había ganado un premio Grammy y, con 26 años, era muy popular en Brasil.

El dolor también afectó al deporte y uno de los que manifestó su dolor fue Neymar. ""Una de las mejores sorpresas que he tenido en mi vida. Que me cantes Feliz cumpleaños, que honor para el mío. ¡Marcaste tu nombre en Brasil y en el mundo! Sere tu eterno fan. Descansa en paz"", escribió Ney, en su Instagram, junto a algunos videos de él con la mujer en el escenario.

Marília Mendonça en uno de su súltimos recitales.

El aerotaxi se desplomó entre Goiania, donde residía Mendonça, y Caratinga, una pequeña ciudad de Minas Gerais, al norte de Río de Janeiro. Era un Beech Aircraft bimotor, con capacidad para seis pasajeros.

También murieron el piloto y el copiloto. La televisión mostró a bomberos que trabajaban para retirar los cuerpos del avión, que quedó encallado en un área rocosa junto a una cascada. El aparato se estrelló alrededor de las 15.30 cerca de una posada, pero aún se desconoce la causa del siniestro.",La dedicatoria de Ney para la cantante brasileña fallecida
20211106213000-T222,http://lv7.com.ar/habilitan-la-entrada-de-micros-internacionales-y-flexibilizan-condiciones-de-cruceros-bioceanicos/,"El Gobierno nacional habilitó la entrada al país en micros internacionales así como readecuó los procedimientos para el ingreso de cruceros antárticos y bioceánicos, en el marco de la reapertura de fronteras al turismo extranjero dispuesta días atrás debido a la baja de contagios de coronavirus.

Las nuevas medidas están contenidas en la Decisión Administrativa 1090 publicada este sábado en el Boletín Oficial, con la firma de jefe de Gabinete, Juan Manzur; y los ministros de Salud, Carla Vizzotti, y del Interior, Eduardo de Pedro.

La norma establece las condiciones de ingreso al país para el transporte terrestre de pasajeros como la adecuación de los requerimientos para la reapertura de cruceros hacia la Antártida y cruceros Bioceánicos en la Argentina.

En cuanto al transporte terrestre, se indica que «el ingreso al país de los servicios de transporte internacional terrestre de pasajeros deberá realizarse exclusivamente por los corredores seguros habilitados o que en el futuro se habiliten por la autoridad competente, con la conformidad de la autoridad sanitaria nacional».

Se establece asimismo que «previo al inicio del viaje hacia la Argentina, los operadores de medios de transporte terrestre internacional de pasajeros deberán -sin excepción- comprobar que el pasajero haya declarado el cumplimiento de los extremos definidos como requisitos sanitarios en los incisos 4.a. y 4.b. del artículo 1° de la Decisión Administrativa N° 951/21 y sus modificatorias».

«Una vez en el territorio nacional, las personas que ingresen al país deberán portar, durante los 14 días posteriores a su arribo, la documentación que dé cuenta del cumplimiento de los requisitos sanitarios antes mencionados y exigidos», especifica.

Asimismo, las empresas «deberán arbitrar los recaudos para que se conserve la información de ubicación de los pasajeros durante el viaje, para facilitar la trazabilidad y el rastreo de contactos a la autoridad sanitaria competente, si hubiera un caso positivo».

«El Ministerio de Transporte y sus organismos descentralizados, el Ministerio de Turismo y Deporte y sus organismos descentralizados y el Ministerio de Relaciones Exteriores, Comercio Internacional y Culto adoptarán los recaudos para que los operadores de transporte internacional, los de turismo, las terminales de transporte y los viajeros y las viajeras en el exterior tomen conocimiento de las medidas adoptadas por la presente y procedan a su cumplimiento», dice el artículo 11 de la norma.

Reapertura de Cruceros hacia la Antártida y Cruceros Bioceánicos en la Argentina, los nuevos requisitos son:

– Para el embarque en territorio nacional deberá constar la realización de un test PCR negativo realizado entre las 24 y las 48 horas previas. Con los mismos efectos se admitirá presentar el test PCR requerido para iniciar viaje a la REPÚBLICA ARGENTINA por otro medio de transporte, cuando el lapso desde la toma de la muestra no supere las 72 horas previas al embarque en el crucero. Quienes hayan iniciado el viaje en el crucero fuera del país están eximidos de realizarse ese test PCR.

– Ante la presencia de casos sospechosos a bordo, se realizará test de antígeno y según el criterio médico, se confirmará con test PCR o LAMP a los contactos directos; pudiéndose, según la situación epidemiológica, requerir se practique test PCR a más personas que fueran contacto directo, o -en caso de brote o sospecha del mismo- a todos aquellos que las autoridades sanitarias competentes determinen. Excepcionalmente, la autoridad sanitaria nacional podrá requerir PCR o LAMP a todo el buque.

– No será exigible la práctica de rutina de testeos al inicio o al fin de los desembarcos para realizar las excursiones en tierra, siendo aplicable al respecto los criterios generales ante situaciones de casos sospechosos o positivos o sus contactos estrechos.

– Para el desembarco final del viaje en el crucero se exigirá test de antígeno, quedando el uso de PCR o LAMP supeditado y limitado a lo indicado en el apartado iii.

– La información referida al cumplimiento por parte de los pasajeros de la exigencia del seguro de salud con cobertura COVID-19 podrá ser requerida a la empresa operadora del buque de modo agregado. Sin perjuicio de ello, cada pasajero deberá tener su propia constancia, ya que el seguro debe cubrir toda su estadía en el país.

– El distanciamiento mínimo a bordo en espacios cerrados será de 2 metros cuando las instalaciones lo permitan, pudiendo usarse separadores, mamparas u otras barreras físicas para reducir esa distancia, y/o flexibilizarla cuando los ambientes estén ventilados o se instrumenten mecanismos de higiene respiratoria u otras que prevengan la propagación de la Covid-19.

– A los menores de 18 años que embarquen en cruceros, aplica lo dispuesto en general para ingreso al país, por lo cual les será permitido su viaje por ese medio aun cuando no estén vacunados, conforme lo previsto en el artículo 1° de la Decisión Administrativa N° 951/21 y sus modificatorias.

«Las empresas operadoras de cruceros deberán formalizar los protocolos pertinentes por ante la Subsecretaría de Puertos, Vías Navegables y Marina Mercante del ministerio de Transporte, sin perjuicio de remitir una copia a la autoridad sanitaria nacional»; concluye la Decisión Administrativa.

Fuente: Télam",Habilitan la entrada de micros internacionales y flexibilizan condiciones de cruceros bioceánicos – LV7
20211106213000-T254,http://lv7.com.ar/conflicto-mapuche-en-la-patagonia-chile-reclamo-a-la-argentina-trabajar-en-acciones-conjuntas/,"El ministro de Seguridad Aníbal Fernández se reunió con el embajador de Chile en Argentina Nicolás Monckeberg, y el Viceministro del Interior y Seguridad Pública de ese país Juan Francisco Galli en el marco de la escalada del conflicto con los grupos mapuches de la Patagonia.

Los funcionarios del país vecino solicitaron trabajar de manera conjunta para frenar los episodios de violencia en el sur de ambas naciones.

El encuentro entre Aníbal Fernández y los funcionarios chilenos

La reunión formal fue solicitada por la administración de Sebastián Piñera, tras las sucesivas acciones ilegales cometidas por determinadas organizaciones mapuches. los funcionarios compartieron información sobre el tema y pusieron foco en el posible vínculo entre los grupos mapuches chilenos y argentinos.

Además, el subsecretario Galli habría detallado al ministro de Seguridad un informe que describe el modus operandi de esas bandas y cómo impactan en las provincias de la Patagonia.

De acuerdo con el diario chileno La Tercera, a lo que apuntaron en la reunión, que tuvo lugar el miércoles, es a que cruzan a un lado y otro de la frontera tanto por pasos habilitados como por ilegales. Asimismo se denunció el tráfico de armas y drogas. En tanto, Fernández El ministro expyso lo que está haciendo la Argentina en Río Negro y Chubut.

El encuentro se dio luego de la molestia que provocó en el gobierno de Piñera la intervención del embajador argentino Rafael Bielsa en una audiencia internacional en la que el líder del grupo Resistencia Ancestral Mapuche (RAM), Facundo Jones Huala, pidió su libertad condicional. Huala nació en la Argentina, pero está cumpliendo una condena a nueve años de prisión en Temuco por ataques incendiarios y portación de armas de fuego.

Conflicto mapuche: Sebastián Piñera ordenó la militarización del sur de Chile

La región del sur de Chile vive un histórico conflicto entre el pueblo mapuche, la mayor etnia chilena, y el Estado, al que los pueblos originarios demandan tierras que consideran propias por derecho ancestral y que han sido entregadas a privados, principalmente a empresas forestales y hacendados.

El presidente Piñera, decretó el estado de excepción y militarización a mediados de octubre en la zona, y en los últimos días solicitó formalmente al Parlamento una prórroga para que se mantenga dos semanas más a partir del 11 de noviembre.

En concreto, las Fuerzas Armadas podrán colaborar con la policía local con apoyo logístico, tecnológico, de comunicaciones, de vigilancia y patrullaje.",Conflicto mapuche en la Patagonia: Chile reclamó a la Argentina trabajar en acciones conjuntas – LV7
20211106213000-T296,https://www.inforegion.com.ar/2021/11/06/permiten-el-ingreso-de-micros-internacionales/,"El Gobierno habilitó la entrada al país en micros internacionales así como readecuó los procedimientos para el ingreso de cruceros antárticos y bioceánicos, en el marco de la reapertura de fronteras al turismo extranjero dispuesta días atrás debido a la baja de contagios de coronavirus.

Las nuevas medidas están contenidas en la Decisión Administrativa 1090 publicada hoy en el Boletín Oficial, con la firma de jefe de Gabinete, Juan Manzur; y los ministros de Salud, Carla Vizzotti, y del Interior, Eduardo de Pedro.

La norma establece las condiciones de ingreso al país para el transporte terrestre de pasajeros como la adecuación de los requerimientos para la reapertura de cruceros hacia la Antártida y cruceros Bioceánicos en la Argentina.

En cuanto al transporte terrestre, se indica que “el ingreso al país de los servicios de transporte internacional terrestre de pasajeros deberá realizarse exclusivamente por los corredores seguros habilitados o que en el futuro se habiliten por la autoridad competente, con la conformidad de la autoridad sanitaria nacional”.

Se establece asimismo que “previo al inicio del viaje hacia la Argentina, los operadores de medios de transporte terrestre internacional de pasajeros deberán -sin excepción- comprobar que el pasajero haya declarado el cumplimiento de los extremos definidos como requisitos sanitarios en los incisos 4.a. y 4.b. del artículo 1° de la Decisión Administrativa N° 951/21 y sus modificatorias”.

“Una vez en el territorio nacional, las personas que ingresen al país deberán portar, durante los 14 días posteriores a su arribo, la documentación que dé cuenta del cumplimiento de los requisitos sanitarios antes mencionados y exigidos”, especifica.

Las empresas “deberán arbitrar los recaudos para que se conserve la información de ubicación de los pasajeros durante el viaje, para facilitar la trazabilidad y el rastreo de contactos a la autoridad sanitaria competente, si hubiera un caso positivo”. “El Ministerio de Transporte y sus organismos descentralizados, el Ministerio de Turismo y Deporte y sus organismos descentralizados y el Ministerio de Relaciones Exteriores, Comercio Internacional y Culto adoptarán los recaudos para que los operadores de transporte internacional, los de turismo, las terminales de transporte y los viajeros y las viajeras en el exterior tomen conocimiento de las medidas adoptadas por la presente y procedan a su cumplimiento”, dice el artículo 11 de la norma.

En cuanto a la reapertura de Cruceros hacia la Antártida y Cruceros Bioceánicos en la Argentina, los nuevos requisitos indican que para el embarque en territorio nacional, deberá constar la realización de un test PCR negativo realizado entre las 24 y las 48 horas previas. Con los mismos efectos se admitirá presentar el test PCR requerido para iniciar viaje a la Argentina por otro medio de transporte, cuando el lapso desde la toma de la muestra no supere las 72 horas previas al embarque en el crucero. Quienes hayan iniciado el viaje en el crucero fuera del país están eximidos de realizarse ese test PCR.

Ante la presencia de casos sospechosos a bordo, se realizará test de antígeno y según el criterio médico, se confirmará con test PCR o LAMP a los contactos directos; pudiéndose, según la situación epidemiológica, requerir se practique test PCR a más personas que fueran contacto directo, o -en caso de brote o sospecha del mismo- a todos aquellos que las autoridades sanitarias competentes determinen. Excepcionalmente, la autoridad sanitaria nacional podrá requerir PCR o LAMP a todo el buque.

Además, no será exigible la práctica de rutina de testeos al inicio o al fin de los desembarcos para realizar las excursiones en tierra, siendo aplicable al respecto los criterios generales ante situaciones de casos sospechosos o positivos o sus contactos estrechos.

Para el desembarco final del viaje en el crucero, se exigirá test de antígeno, quedando el uso de PCR o LAMP supeditado y limitado a lo indicado en el apartado iii.

Explican quye la información referida al cumplimiento por parte de los pasajeros de la exigencia del seguro de salud con cobertura COVID-19 podrá ser requerida a la empresa operadora del buque de modo agregado. Sin perjuicio de ello, cada pasajero deberá tener su propia constancia, ya que el seguro debe cubrir toda su estadía en el país.

El distanciamiento mínimo a bordo en espacios cerrados será de 2 metros cuando las instalaciones lo permitan, pudiendo usarse separadores, mamparas u otras barreras físicas para reducir esa distancia, y/o flexibilizarla cuando los ambientes estén ventilados o se instrumenten mecanismos de higiene respiratoria u otras que prevengan la propagación de la Covid-19.

A los menores de 18 años que embarquen en cruceros, aplica lo dispuesto en general para ingreso al país, por lo cual les será permitido su viaje por ese medio aun cuando no estén vacunados, conforme lo previsto en el artículo 1° de la Decisión Administrativa N° 951/21 y sus modificatorias. “Las empresas operadoras de cruceros deberán formalizar los protocolos pertinentes por ante la Subsecretaría de Puertos, Vías Navegables y Marina Mercante del ministerio de Transporte, sin perjuicio de remitir una copia a la autoridad sanitaria nacional”; concluye la Decisión Administrativa.",Permiten el ingreso de micros internacionales
20211106213000-T334,https://www.inforegion.com.ar/2021/11/06/se-dejo-de-buscar-a-tehuel-y-no-se-sabe-nada/,"Lo aseguró su hermana, Verónica, quien reclama una audiencia con la fiscal de la causa. El joven falta de su hogar desde hace casi ocho meses.

Lo aseguró su hermana, Verónica, quien reclama una audiencia con la fiscal de la causa. El joven falta de su hogar desde hace casi ocho meses.

La hermana de Tehuel De la Torre, el joven trans que desapareció el 11 de marzo en Alejandro Korn, reclama una audiencia con la fiscal que investiga el caso para tener información sobre el avance de la causa. “Se dejó de buscar a Tehuel y no se sabe nada”, advirtió Verónica Alarcón.

“La ultima novedad es el ADN que salió positivo”, explicó la mujer en declaraciones radiales, y advirtió que después no hubo ningún avance.

El 10 de septiembre, los investigadores establecieron, a partir de las pericias realizadas, que una mancha de sangre hallada en la vivienda de uno de los detenidos pertenecía a Tehuel. El material genético fue encontrado sobre una pared de la casa de Luis Alberto Ramos (37), detenido junto a Oscar Alfredo Montes (46) por “encubrimiento en concurso real con falso testimonio”.

Alarcón indicó que no están conformes con la actuación de la justicia y aseguró que “se dejó de buscar a Tehuel y no se sabe nada”. Y, sobre la intervención de la fiscal Karina Guyot, refirió que pidieron una reunión con la funcionaria judicial y que no recibieron respuesta alguna.

“Hace dos meses que no sabemos nada y tampoco nos dan citación para saber de la causa, seguimos en lo mismo” expresó Alarcón. En ese sentido, aclaró: “Lo que queremos es justicia por Tehuel y que aparezca”.

Tehuel De la Torre fue visto por última vez alrededor de las 19 del pasado 11 de marzo, cuando salió de su domicilio rumbo a la estación de trenes de Alejandro Korn, en el suroeste del conurbano bonaerense, hacia una entrevista laboral de la que nunca regresó.

Tras la denuncia que hizo su pareja, la Policía y la fiscal interviniente desplegaron diversos operativos, entre ellos en la casa de Ramos, el hombre que lo había convocado por un trabajo y que, según fuentes de la pesquisa, tiene antecedentes de violencia y por venta de drogas.

Los investigadores llegaron a esa casa ubicada en la calle Mansilla 1203 no sólo porque era la persona a la que el joven iba a ver sino porque, además, el celular de Tehuel estuvo por última vez activo en esa zona desde las 19.45 del día de la desaparición hasta las 0.30 del día siguiente. Las fuentes detallaron que en una excavación realizada en la casa del sospechoso se encontró un teléfono incendiado y algunas prendas que podrían pertenecer al joven.

Ramos reconoció haberse encontrado con Tehuel el 11 de marzo a las 16.30 pero sostuvo que no fueron a ningún evento y que cada uno se fue por su lado.

Durante el transcurso de la investigación, la justicia ordenó diversos allanamientos que arrojaron resultados negativos en relación al paradero del joven desaparecido, aunque lograron determinar la vinculación de los imputados con el hecho, a partir del hallazgo de rastros hemáticos que, tras ser analizados, resultaron ser coincidentes con el ADN del joven buscado.

Al momento de desaparecer, Tehuel vestía una camisa de mangas cortas blanca, un camperón azul con detalles blancos, un pantalón gris, una gorra con visera gris y negra y zapatillas de color azul.",“Se dejó de buscar a Tehuel y no se sabe nada”
20211113033000-T226,http://www.primerafuente.com.ar/noticias/96839/organizan-sexta-marcha-defensa-lago-escondido-rio-negro,"Alejandro Meyer integrante de la Fundación Interactiva para la Cultura del Agua (FIPCA), brindó detalles de la marcha que se realizará en febrero de 2022.

En diálogo con Radio Prensa, en Alguien Nos Perdonará, Alejandro Meyer hizo un repaso por la historia de la iniciativa y explicó que no solamente se ejecutan en la Patagonia sino que además se han concretado “en el conurbano de Buenos Aires y en la triple frontera” pero “la que más se ha difundido es la de Lago Escondido porque se viene sosteniendo en el tiempo”.

Como integrante de la Fundación Interactiva para la Cultura del Agua (Fipca), Meyer manifestó que ""hay dos vías de ilegalidad en torno al caso del empresario Joe Lewis, por un lado la adquisición de las 13.000 hectáreas de forma fraudulenta cuya causa se encuentra en la justicia. Y por otro lado, el acceso al Lago Escondido por el camino de Tacuifi que actualmente se encuentra cerrado por orden del magnate inglés"".

En relación a ello, recordó que existe un fallo vigente que ordena su habilitación y que no se está cumpliendo desde hace unos 10 años. Es por esto que Meyer se mostró indignado y criticó la falta de decisión política por parte del gobierno provincial para exigir que se cumpla.

Además, contó cuáles son las expectativas en torno a la sexta marcha ya que en las ediciones anteriores se vivieron diversos episodios de violencia. “Es una violación concreta de la soberanía nacional, por eso marcharemos en febrero por sexta vez y lo haremos hasta que la gente tome conciencia de que estamos frente a una grave apropiación de lago, una inmensa reserva natural de agua potable"", aseveró Meyer.

""Estamos haciendo los dos caminos por la montaña con los compañeras y compañeros, remamos todo el lago unos 10 kilómetros y nos concentramos frente a la mansión de Lewis a modo de protesta"", indicó el activista. Explicó que ""el Lago Escondido es un punto estratégico que es aprovechado por el multimillonario británico y es para preocuparse"".

""La marcha tiene un sentido claro en defensa de la soberanía nacional"", enfatizó Meyer.

La movilización el año pasado concluyó con un incidente entre personal de seguridad de la empresa Hidden Lake y manifestantes, quienes realizaron una denuncia penal que se tramita en la fiscalía de El Bolsón.

La actual titular del Instituto Nacional de Asuntos Indígenas (INAI), ex senadora Magdalena Odarda, actora de la causa por el acceso público al lago Escondido, pidió que se garantice la seguridad de los participantes de la “Quinta Marcha de la Soberanía de Lago Escondido”.",Organizan la sexta marcha en defensa del Lago Escondido en Río Negro
